@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric

@data
734,'2026/06/17 13:21:52:493',10,5.528945,55.375004,19.815237,0,16.196445,0,0,0,0,1,0,0,0,0
735,'2026/06/17 13:21:52:541',10,0.342765,58.100819,14.532527,0,15.748478,0,0,0,0,1,0,0,0,0
736,'2026/06/17 13:21:52:599',10,7.564728,58.086426,19.910635,0,17.7038,1.056793,0.10902,0,0,1,0,0,0,0
737,'2026/06/17 13:21:52:633',10,3.60525,55.090324,17.055225,0,13.808656,2.693187,0,0,0,1,0,0,0,0
738,'2026/06/17 13:21:52:668',10,3.822303,59.54073,16.15798,0,15.610625,0,2.61337,0,0,1,0,0,0,0
739,'2026/06/17 13:21:52:726',10,4.616168,62.490395,15.334299,0,15.95183,1.059596,0.664182,0,0,1,0,0,0,0
740,'2026/06/17 13:21:52:772',10,5.336243,59.620625,15.667776,0,14.799576,0,0,0,0,1,0,0,0,0
741,'2026/06/17 13:21:52:819',10,6.95762,59.017815,15.494054,0,18.900749,0.686196,0,0,0,1,0,0,0,0
742,'2026/06/17 13:21:52:865',10,3.169713,59.402287,16.057396,0,18.376577,0,0,0,0,1,0,0,0,0
743,'2026/06/17 13:21:52:912',10,3.898937,56.821087,16.846895,0,17.645912,2.312975,0,0,0,1,0,0,0,0
744,'2026/06/17 13:21:52:947',10,5.606839,59.848381,18.959293,0,18.183983,3.920824,0,0,0,1,0,0,0,0
745,'2026/06/17 13:21:52:993',10,6.577147,58.98624,15.776732,0,19.854546,2.585662,0,0,0,1,0,0,0,0
746,'2026/06/17 13:21:53:057',10,3.334927,63.24482,13.04812,0,17.226542,3.752554,0,0,0,1,0,0,0,0
747,'2026/06/17 13:21:53:089',10,0.988399,56.987,14.883039,0,17.698267,0.888789,0.767439,0,0,1,0,0,0,0
748,'2026/06/17 13:21:53:144',10,0,61.811913,10.4874,0,17.52598,0.135373,0,0,0,1,0,0,0,0
749,'2026/06/17 13:21:53:186',10,0,61.050518,12.533409,0,19.877518,0,1.166379,0,0,1,0,0,0,0
750,'2026/06/17 13:21:53:236',10,0.175472,60.390602,16.010204,0,17.937723,1.657618,0,0,0,1,0,0,0,0
751,'2026/06/17 13:21:53:281',10,0,60.332653,14.554379,0,16.354918,2.345078,0,0,0,1,0,0,0,0
752,'2026/06/17 13:21:53:329',10,3.047255,54.944637,12.246027,0,15.574534,0.631667,0,0,0,1,0,0,0,0
753,'2026/06/17 13:21:53:376',10,3.672888,57.654068,15.87149,0,17.600174,0.51813,0,0,0,1,0,0,0,0
754,'2026/06/17 13:21:53:411',10,1.569674,53.752106,16.930166,0,18.520502,0,0,0,0,1,0,0,0,0
755,'2026/06/17 13:21:53:458',10,4.669634,53.171993,19.327248,0,18.732702,0,0,0,0,1,0,0,0,0
756,'2026/06/17 13:21:53:504',10,1.559322,55.702553,18.001564,0,16.904394,0.452046,1.636805,0,0,1,0,0,0,0
757,'2026/06/17 13:21:53:562',10,3.109544,61.96273,14.524953,0,15.959071,1.505837,0,0,0,1,0,0,0,0
758,'2026/06/17 13:21:53:617',10,0.915342,62.926811,15.778943,0,17.043789,0,1.654,0,0,1,0,0,0,0
759,'2026/06/17 13:21:53:655',10,5.800391,52.761906,19.889587,0,16.886141,1.83743,0,0,0,1,0,0,0,0
760,'2026/06/17 13:21:53:701',10,4.814341,55.684193,18.50042,0,16.464281,1.687285,0,0,0,1,0,0,0,0
761,'2026/06/17 13:21:53:742',10,0.536622,54.095409,18.013285,0,16.725912,0.20635,0,0,0,1,0,0,0,0
762,'2026/06/17 13:21:53:794',10,3.500633,53.701546,21.315264,0,18.827404,0,0,0,0,1,0,0,0,0
763,'2026/06/17 13:21:53:850',10,1.756215,54.729664,18.249689,0,18.068062,0,1.521899,0,0,1,0,0,0,0
764,'2026/06/17 13:21:53:887',10,5.074757,57.610119,18.474472,0,17.771067,0,1.969191,0,0,1,0,0,0,0
765,'2026/06/17 13:22:01:085',11,0,16.733688,0,1.677937,0,8.867523,0,0,0,0,1,0,0,0
766,'2026/06/17 13:22:01:120',11,0,8.956315,0,2.629178,5.136696,5.704745,0,0,0,0,1,0,0,0
767,'2026/06/17 13:22:01:166',11,0,0,2.318047,17.916689,0,0,12.352415,0,0,0,1,0,0,0
768,'2026/06/17 13:22:01:226',11,0.428334,6.026105,0,9.079919,3.583149,0,2.590438,0,0,0,1,0,0,0
769,'2026/06/17 13:22:01:271',11,52.814514,6.265372,0,0,5.858876,16.833799,0.549631,0,0,0,1,0,0,0
770,'2026/06/17 13:22:01:305',11,51.595066,0,0,0,5.304066,8.147639,4.483965,0,0,0,1,0,0,0
771,'2026/06/17 13:22:01:363',11,52.063732,0,0,0,0,3.883833,0,0,0,0,1,0,0,0
772,'2026/06/17 13:22:01:410',11,62.878502,0,0,0,0,4.084016,0,0,0,0,1,0,0,0
773,'2026/06/17 13:22:01:450',11,74.033661,0,0,0,0,10.858327,0,0,0,0,1,0,0,0
774,'2026/06/17 13:22:01:503',11,72.095993,0,0,0,0,11.342014,0,0,0,0,1,0,0,0
775,'2026/06/17 13:22:01:543',11,73.434509,0.372164,0,0,0,12.104616,0,0,0,0,1,0,0,0
776,'2026/06/17 13:22:01:596',11,77.424385,6.23923,0,0,0,7.593303,0,0,0,0,1,0,0,0
777,'2026/06/17 13:22:01:642',11,74.006096,7.255936,0,0,0,5.372092,0,0,0,0,1,0,0,0
778,'2026/06/17 13:22:01:689',11,80.32592,11.982451,0,0,0,7.021969,0,0,0,0,1,0,0,0
779,'2026/06/17 13:22:01:744',11,78.427414,14.118223,0,0,0,5.800544,0,0,0,0,1,0,0,0
780,'2026/06/17 13:22:01:777',11,76.639587,13.540765,0,0,0,2.313764,0,0,0,0,1,0,0,0
781,'2026/06/17 13:22:01:837',11,74.82692,12.827073,0,0,0,3.946813,0,0,0,0,1,0,0,0
782,'2026/06/17 13:22:01:874',11,76.502686,21.427296,0,0,0,4.171468,0,0,0,0,1,0,0,0
783,'2026/06/17 13:22:01:921',11,71.540359,24.278709,0,0,0,7.39972,0,0,0,0,1,0,0,0
784,'2026/06/17 13:22:01:967',11,73.979927,25.58543,0,0,0,9.154166,0,0,0,0,1,0,0,0
785,'2026/06/17 13:22:02:013',11,70.490959,18.1029,0,0,0,8.074426,0,0,0,0,1,0,0,0
786,'2026/06/17 13:22:02:061',11,74.428009,16.14286,0,0,0,9.201064,0,0,0,0,1,0,0,0
787,'2026/06/17 13:22:02:107',11,74.874542,16.447216,0,0,0,8.442695,0,0,0,0,1,0,0,0
788,'2026/06/17 13:22:02:153',11,78.323738,15.256198,0,0,0,5.439525,0,0,0,0,1,0,0,0
789,'2026/06/17 13:22:02:200',11,76.423149,13.150973,0,0,0,4.953138,0,0,0,0,1,0,0,0
790,'2026/06/17 13:22:02:246',11,86.760002,16.252138,0,0,0,5.935209,0,0,0,0,1,0,0,0
791,'2026/06/17 13:22:02:293',11,78.784599,11.283477,0,0,0,1.184471,0,0,0,0,1,0,0,0
792,'2026/06/17 13:22:02:339',11,77.690361,13.824422,0,0,0,1.973511,0,0,0,0,1,0,0,0
793,'2026/06/17 13:22:02:386',11,78.130211,11.775631,0,0,0,1.605649,0,0,0,0,1,0,0,0
794,'2026/06/17 13:22:02:432',11,76.557205,11.090401,0,0,0,1.366923,0,0,0,0,1,0,0,0
795,'2026/06/17 13:22:02:462',11,76.585785,14.129138,0,0,0,1.287989,0,0,0,0,1,0,0,0
796,'2026/06/17 13:22:02:525',11,71.305702,17.659801,0,0,0,2.553698,0,0,0,0,1,0,0,0
797,'2026/06/17 13:22:02:559',11,73.682816,19.984299,0,0,0,4.960021,0,0,0,0,1,0,0,0
798,'2026/06/17 13:22:02:620',11,73.440758,23.448473,0,0,0,8.118187,0,0,0,0,1,0,0,0
799,'2026/06/17 13:22:02:664',11,70.904686,20.83213,0,0,0,7.153683,0,0,0,0,1,0,0,0
800,'2026/06/17 13:22:02:705',11,69.970734,20.038935,0,0,0,5.222598,0,0,0,0,1,0,0,0
801,'2026/06/17 13:22:02:745',11,68.660248,22.700092,0,0,0,6.203808,0,0,0,0,1,0,0,0
802,'2026/06/17 13:22:02:806',11,68.170723,23.939529,0,0,0,7.739373,0,0,0,0,1,0,0,0
803,'2026/06/17 13:22:02:853',11,65.190826,20.548016,0,0,0,4.895186,0,0,0,0,1,0,0,0
804,'2026/06/17 13:22:02:884',11,66.550461,14.545476,0,0,0,6.824661,0,0,0,0,1,0,0,0
805,'2026/06/17 13:22:02:948',11,71.64032,16.689234,0,0,0,7.878965,0,0,0,0,1,0,0,0
806,'2026/06/17 13:22:02:989',11,69.379784,13.170442,0,0,0,8.002386,0,0,0,0,1,0,0,0
807,'2026/06/17 13:22:03:035',11,71.112534,15.679266,0,0,0,7.136982,0,0,0,0,1,0,0,0
808,'2026/06/17 13:22:03:087',11,69.241768,18.817732,0,0,0,6.273495,0,0,0,0,1,0,0,0
809,'2026/06/17 13:22:03:125',11,71.487419,16.780792,0,0,0,7.311665,0,0,0,0,1,0,0,0
810,'2026/06/17 13:22:03:175',11,72.354492,16.209343,0,0,0,8.383726,0,0,0,0,1,0,0,0
811,'2026/06/17 13:22:03:222',11,68.264565,12.254527,0,0,0,5.60535,0,0,0,0,1,0,0,0
812,'2026/06/17 13:22:03:268',11,67.720634,14.084996,0,0,0,5.099766,0,0,0,0,1,0,0,0
813,'2026/06/17 13:22:03:326',11,67.546906,14.803447,0,0,0,3.697603,0,0,0,0,1,0,0,0
814,'2026/06/17 13:22:03:361',11,68.739731,10.402119,0,0,0,1.429139,0,0,0,0,1,0,0,0
815,'2026/06/17 13:22:03:407',11,66.671852,13.635663,0,0,0,1.962247,0,0,0,0,1,0,0,0
816,'2026/06/17 13:22:03:454',11,67.326118,13.852553,0,0,0,4.687667,0,0,0,0,1,0,0,0
817,'2026/06/17 13:22:03:488',11,67.846252,13.921746,0,0,0,4.021513,0,0,0,0,1,0,0,0
818,'2026/06/17 13:22:03:548',11,65.820717,12.496007,0,0,0,4.137557,0,0,0,0,1,0,0,0
819,'2026/06/17 13:22:03:596',11,68.07,12.382043,0,0,0,6.147821,0,0,0,0,1,0,0,0
820,'2026/06/17 13:22:03:642',11,64.947594,18.265682,0,0,0,4.797964,0,0,0,0,1,0,0,0
821,'2026/06/17 13:22:03:675',11,64.103088,17.184254,0,0,0,3.738645,0,0,0,0,1,0,0,0
822,'2026/06/17 13:22:03:732',11,65.565453,16.447531,0,0,0,0.618427,0,0,0,0,1,0,0,0
823,'2026/06/17 13:22:03:778',11,67.103668,18.882494,0,0,0,0,0,0,0,0,1,0,0,0
824,'2026/06/17 13:22:03:822',11,82.376198,28.452547,0,0,0,6.765985,0,0,0,0,1,0,0,0
825,'2026/06/17 13:22:03:871',11,86.278328,26.620855,0,0,0,1.018569,0,0,0,0,1,0,0,0
826,'2026/06/17 13:22:03:918',11,91.774574,28.534781,0,0,0,3.062447,0,0,0,0,1,0,0,0
827,'2026/06/17 13:22:03:964',11,90.852547,29.681192,0,0,0,3.714775,0,0,0,0,1,0,0,0
828,'2026/06/17 13:22:04:011',11,89.831215,30.492886,0,0,0,1.815807,0,0,0,0,1,0,0,0
829,'2026/06/17 13:22:04:057',11,88.235619,33.399784,0,0,0,1.193447,0,0,0,0,1,0,0,0
830,'2026/06/17 13:22:04:114',11,88.065536,32.87965,0,0,0,1.341192,0,0,0,0,1,0,0,0
831,'2026/06/17 13:22:04:147',11,84.889938,32.611942,0,0,0,2.964688,0,0,0,0,1,0,0,0
832,'2026/06/17 13:22:04:210',11,73.793312,32.752193,0,0,0,4.785267,0,0,0,0,1,0,0,0
833,'2026/06/17 13:22:04:243',11,60.11417,25.511101,0,0,0,2.031603,0,0,0,0,1,0,0,0
834,'2026/06/17 13:22:04:272',11,54.828796,28.093685,0,0,0,1.046812,0,0,0,0,1,0,0,0
835,'2026/06/17 13:22:04:336',11,57.58696,25.708578,0,0,0,1.804456,0,0,0,0,1,0,0,0
836,'2026/06/17 13:22:04:370',11,57.950851,24.254538,0,0,0,0,0,0,0,0,1,0,0,0
837,'2026/06/17 13:22:04:431',11,53.744999,24.877096,0,0,0,0,0,0,0,0,1,0,0,0
838,'2026/06/17 13:22:04:463',11,54.997971,22.562386,0,0,0,0,0,0,0,0,1,0,0,0
839,'2026/06/17 13:22:04:521',11,55.280098,23.766062,0,0,0,0,0,0,0,0,1,0,0,0
840,'2026/06/17 13:22:04:568',11,56.207172,25.068907,0,0,0,0,0,0,0,0,1,0,0,0
841,'2026/06/17 13:22:04:612',11,56.903088,23.47584,0,0,0,0,0,0,0,0,1,0,0,0
842,'2026/06/17 13:22:04:669',11,54.304443,27.385456,0,0,0,0,0,0,0,0,1,0,0,0
843,'2026/06/17 13:22:04:707',11,54.651119,21.785578,0,0,0,0,0,0,0,0,1,0,0,0
844,'2026/06/17 13:22:04:754',11,53.624142,27.207684,0,0,0,0.97039,0,0,0,0,1,0,0,0
845,'2026/06/17 13:22:04:800',11,55.139503,23.610962,0,0,0,1.425206,0,0,0,0,1,0,0,0
846,'2026/06/17 13:22:04:846',11,54.415737,24.838522,0,0,0,0.779901,0,0,0,0,1,0,0,0
847,'2026/06/17 13:22:04:908',11,54.760944,23.437353,0,0,0,0.033714,0,0,0,0,1,0,0,0
848,'2026/06/17 13:22:04:928',11,54.905399,24.567068,0,0,0,0,0,0,0,0,1,0,0,0
849,'2026/06/17 13:22:04:986',11,57.971848,22.751095,0,0,0,0,0,0,0,0,1,0,0,0
850,'2026/06/17 13:22:05:033',11,59.94162,22.809143,0,0,0,0,0,0,0,0,1,0,0,0
851,'2026/06/17 13:22:05:067',11,60.684269,23.87257,0,0,0,0.613727,0,0,0,0,1,0,0,0
852,'2026/06/17 13:22:05:127',11,61.019829,22.364403,0,0,0,0.847048,0,0,0,0,1,0,0,0
853,'2026/06/17 13:22:05:160',11,60.041546,25.553211,0,0,0,0,0,0,0,0,1,0,0,0
854,'2026/06/17 13:22:05:223',11,58.413578,24.210888,0,0,0,0,0,0,0,0,1,0,0,0
855,'2026/06/17 13:22:05:260',11,57.60844,24.675493,0,0,0,0,0,0,0,0,1,0,0,0
856,'2026/06/17 13:22:05:311',11,58.916332,22.879704,0,0,0,0,0,0,0,0,1,0,0,0
857,'2026/06/17 13:22:05:357',11,56.291641,30.165039,0,0,0,0,0,0,0,0,1,0,0,0
858,'2026/06/17 13:22:05:406',11,55.612885,27.214693,0,0,0,0,0,0,0,0,1,0,0,0
859,'2026/06/17 13:22:05:458',11,56.882233,27.532104,0,0,0,0,0,0,0,0,1,0,0,0
860,'2026/06/17 13:22:05:497',11,61.370411,23.249287,0,0,0,0,0,0,0,0,1,0,0,0
861,'2026/06/17 13:22:05:544',11,60.279366,29.096815,0,0,0,0,0,0,0,0,1,0,0,0
862,'2026/06/17 13:22:05:590',11,58.430119,24.584057,0,0,0,0,0,0,0,0,1,0,0,0
863,'2026/06/17 13:22:05:636',11,60.261906,24.878426,0,0,0,0,0,0,0,0,1,0,0,0
864,'2026/06/17 13:22:05:683',11,63.872551,24.053865,0,0,0,0.625653,0,0,0,0,1,0,0,0
865,'2026/06/17 13:22:05:729',11,64.22435,27.304495,0,0,0,1.076671,0,0,0,0,1,0,0,0
866,'2026/06/17 13:22:05:779',11,62.833179,26.309067,0,0,0,0.181157,0,0,0,0,1,0,0,0
867,'2026/06/17 13:22:05:824',11,63.445473,19.777519,0,0,0,2.845941,0,0,0,0,1,0,0,0
868,'2026/06/17 13:22:05:856',11,66.759674,23.602493,0,0,0,5.466262,0,0,0,0,1,0,0,0
869,'2026/06/17 13:22:05:918',11,63.042419,22.373737,0,0,0,3.083637,0,0,0,0,1,0,0,0
870,'2026/06/17 13:22:05:950',11,61.554558,24.295782,0,0,0,0,0,0,0,0,1,0,0,0
871,'2026/06/17 13:22:06:013',11,62.485661,26.511583,0,0,0,0,0,0,0,0,1,0,0,0
872,'2026/06/17 13:22:06:045',11,65.88028,32.157349,0,0,0,0,0,0,0,0,1,0,0,0
873,'2026/06/17 13:22:11:488',12,69.378319,53.406906,22.828991,0,0,0,0,0,0,0,0,1,0,0
874,'2026/06/17 13:22:11:542',12,64.609398,46.754414,12.882195,0,0,0,0,0,0,0,0,1,0,0
875,'2026/06/17 13:22:11:579',12,65.038559,48.823933,16.758125,0,3.96892,0,0,0,0,0,0,1,0,0
876,'2026/06/17 13:22:11:627',12,68.101959,48.384403,16.729012,0,1.053413,0,0,0,0,0,0,1,0,0
877,'2026/06/17 13:22:11:673',12,70.298401,47.393639,12.960381,0,3.848142,0,0,0,0,0,0,1,0,0
878,'2026/06/17 13:22:11:720',12,66.957321,46.101582,12.936025,0,3.123044,0,0,0,0,0,0,1,0,0
879,'2026/06/17 13:22:11:766',12,73.860558,52.076477,12.438144,0,3.320114,0.317234,0,0,0,0,0,1,0,0
880,'2026/06/17 13:22:11:813',12,73.622238,51.811192,13.67644,0,0,0,0,0,0,0,0,1,0,0
881,'2026/06/17 13:22:11:859',12,66.812363,44.743206,12.459032,0,0.519194,0,0,0,0,0,0,1,0,0
882,'2026/06/17 13:22:11:906',12,71.21476,45.969402,11.881699,0,1.702024,0,0,0,0,0,0,1,0,0
883,'2026/06/17 13:22:11:952',12,74.298035,47.856857,12.21267,0,2.497016,0,0,0,0,0,0,1,0,0
884,'2026/06/17 13:22:11:999',12,73.669769,49.740906,15.53143,0,2.13129,0,0,0,0,0,0,1,0,0
885,'2026/06/17 13:22:12:033',12,75.48362,50.31086,14.29124,0,7.288382,0,0,0,0,0,0,1,0,0
886,'2026/06/17 13:22:12:097',12,68.20208,46.816303,15.524189,0,0,0,0,0,0,0,0,1,0,0
887,'2026/06/17 13:22:12:139',12,67.26709,48.493595,14.437617,0,0,0,0,0,0,0,0,1,0,0
888,'2026/06/17 13:22:12:184',12,69.234863,49.424026,15.976703,0,2.072011,0,0,0,0,0,0,1,0,0
889,'2026/06/17 13:22:12:237',12,68.018784,46.708813,13.056464,0,0.396124,0,0,0,0,0,0,1,0,0
890,'2026/06/17 13:22:12:268',12,63.176918,46.963943,13.513883,0,0.53466,0,0,0,0,0,0,1,0,0
891,'2026/06/17 13:22:12:329',12,63.675087,43.826248,13.2988,0,1.854869,0,0,0,0,0,0,1,0,0
892,'2026/06/17 13:22:12:364',12,55.959793,44.353638,11.655813,0,0,0,0,0,0,0,0,1,0,0
893,'2026/06/17 13:22:12:416',12,62.979034,44.311314,10.989715,0,0,0,0,0,0,0,0,1,0,0
894,'2026/06/17 13:22:12:463',12,67.962219,42.08696,13.486735,0,0,0,0,0,0,0,0,1,0,0
895,'2026/06/17 13:22:12:510',12,67.96273,46.550316,15.154351,0,1.348592,0,0,0,0,0,0,1,0,0
896,'2026/06/17 13:22:12:568',12,62.472088,44.940033,14.380853,0,0,0,0,0,0,0,0,1,0,0
897,'2026/06/17 13:22:12:591',12,64.54657,44.257782,11.224259,0,0,0,0,0,0,0,0,1,0,0
898,'2026/06/17 13:22:12:638',12,68.817604,48.118725,17.904816,0,4.463329,0,0,0,0,0,0,1,0,0
899,'2026/06/17 13:22:12:695',12,69.302986,47.340874,15.754862,0,0,0,0,0,0,0,0,1,0,0
900,'2026/06/17 13:22:12:730',12,66.532166,48.146328,15.231682,0,1.45849,0,0,0,0,0,0,1,0,0
901,'2026/06/17 13:22:12:790',12,67.632027,48.530872,15.657146,0,0,0,0,0,0,0,0,1,0,0
902,'2026/06/17 13:22:12:822',12,66.098,49.132572,15.270127,0,0,0,0,0,0,0,0,1,0,0
903,'2026/06/17 13:22:12:887',12,60.766212,45.703407,16.318583,0,0,0,0,0,0,0,0,1,0,0
904,'2026/06/17 13:22:12:928',12,62.121216,44.263733,13.074865,0,0,0,0,0,0,0,0,1,0,0
905,'2026/06/17 13:22:12:974',12,63.253967,47.883381,11.358361,0,0,0,0,0,0,0,0,1,0,0
906,'2026/06/17 13:22:13:025',12,61.117867,45.697758,12.283686,0,0,0,0,0,0,0,0,1,0,0
907,'2026/06/17 13:22:13:067',12,61.517799,47.849426,14.620418,0,0,0,0,0,0,0,0,1,0,0
908,'2026/06/17 13:22:13:120',12,63.636429,48.574001,13.484804,0,0,0,0,0,0,0,0,1,0,0
909,'2026/06/17 13:22:13:160',12,66.757446,49.83345,13.02461,0,0,0,0,0,0,0,0,1,0,0
910,'2026/06/17 13:22:13:204',12,66.636894,46.98452,14.03925,0,0,0,0,0,0,0,0,1,0,0
911,'2026/06/17 13:22:13:252',12,60.499187,46.124557,13.736989,0,0,0,0,0,0,0,0,1,0,0
912,'2026/06/17 13:22:13:299',12,67.120834,47.108761,15.686093,0,0,0,0,0,0,0,0,1,0,0
913,'2026/06/17 13:22:13:359',12,60.96175,46.1147,13.085752,0,0,0,0,0,0,0,0,1,0,0
914,'2026/06/17 13:22:13:380',12,64.190445,45.991486,14.478487,0,0,0,0,0,0,0,0,1,0,0
915,'2026/06/17 13:22:13:427',12,65.442764,49.727104,13.612097,0,0,0,0,0,0,0,0,1,0,0
916,'2026/06/17 13:22:13:485',12,64.381683,46.438213,14.87063,0,0,0.412185,0,0,0,0,0,1,0,0
917,'2026/06/17 13:22:13:531',12,68.96801,44.83844,9.541934,0,0,0,0,0,0,0,0,1,0,0
918,'2026/06/17 13:22:13:578',12,64.146385,47.686878,11.644965,0,0,0,0,0,0,0,0,1,0,0
919,'2026/06/17 13:22:13:612',12,67.141846,45.709457,9.470576,0,0,0.064275,0,0,0,0,0,1,0,0
920,'2026/06/17 13:22:13:673',12,67.848923,45.705654,14.240753,0,0,0,0,0,0,0,0,1,0,0
921,'2026/06/17 13:22:13:705',12,69.842804,44.770779,14.307803,0,0,0,0,0,0,0,0,1,0,0
922,'2026/06/17 13:22:13:763',12,71.647636,51.659916,13.62364,0,0,0,0,0,0,0,0,1,0,0
923,'2026/06/17 13:22:13:816',12,70.596481,51.624344,16.238449,0,0,0,0,0,0,0,0,1,0,0
924,'2026/06/17 13:22:13:856',12,70.777626,50.536568,16.246944,0,0,0,0,0,0,0,0,1,0,0
925,'2026/06/17 13:22:13:909',12,74.681152,52.806126,13.212885,0,0,0,0,0,0,0,0,1,0,0
926,'2026/06/17 13:22:13:949',12,82.697937,50.819691,12.58423,0,1.772098,0,0,0,0,0,0,1,0,0
927,'2026/06/17 13:22:13:995',12,80.891571,50.916233,16.346972,0,0,0,0,0,0,0,0,1,0,0
928,'2026/06/17 13:22:14:042',12,80.837021,51.869114,16.763891,0,0.057312,0,0,0,0,0,0,1,0,0
929,'2026/06/17 13:22:14:088',12,82.312134,56.251862,15.501431,0,4.537103,0,0,0,0,0,0,1,0,0
930,'2026/06/17 13:22:14:148',12,78.62574,51.187122,13.136493,0,0.881734,0,0,0,0,0,0,1,0,0
931,'2026/06/17 13:22:14:169',12,69.729187,51.587227,11.119581,0,0,0,0,0,0,0,0,1,0,0
932,'2026/06/17 13:22:14:216',12,67.008255,51.203503,8.456465,0,0,0,0,0,0,0,0,1,0,0
933,'2026/06/17 13:22:14:274',12,62.717598,47.68441,12.681367,0,0,0,0,0,0,0,0,1,0,0
934,'2026/06/17 13:22:14:308',12,57.584244,51.281246,14.554751,0,0,0,0,0,0,0,0,1,0,0
935,'2026/06/17 13:22:14:368',12,59.753189,48.803349,12.880266,0,0,0,0,0,0,0,0,1,0,0
936,'2026/06/17 13:22:14:402',12,59.129353,48.699257,15.059543,0,0,0,0,0,0,0,0,1,0,0
937,'2026/06/17 13:22:14:463',12,55.393433,45.905861,11.955293,0,0,0,0,0,0,0,0,1,0,0
938,'2026/06/17 13:22:14:494',12,52.185402,43.518921,9.999167,0,0,0,0,0,0,0,0,1,0,0
939,'2026/06/17 13:22:14:553',12,49.57513,41.750511,9.346138,0,0,0,0,0,0,0,0,1,0,0
940,'2026/06/17 13:22:14:606',12,48.266289,39.19096,9.764606,0,0,0,0,0,0,0,0,1,0,0
941,'2026/06/17 13:22:14:634',12,48.021885,39.400433,6.511788,0,0,0,0,0,0,0,0,1,0,0
942,'2026/06/17 13:22:14:697',12,48.108898,38.336273,8.513597,0,0,0,0,0,0,0,0,1,0,0
943,'2026/06/17 13:22:14:734',12,44.83712,36.229214,7.858551,0.724772,0,0,0,0,0,0,0,1,0,0
944,'2026/06/17 13:22:14:785',12,41.796486,33.772465,9.450026,0,2.253357,0,0,0,0,0,0,1,0,0
945,'2026/06/17 13:22:14:838',12,43.487663,34.894665,7.582495,0,0,0,0,0,0,0,0,1,0,0
946,'2026/06/17 13:22:14:878',12,40.912209,35.697121,7.770184,0,0,0,0,0,0,0,0,1,0,0
947,'2026/06/17 13:22:14:936',12,45.131664,39.619568,7.345769,0,0,0,0,0,0,0,0,1,0,0
948,'2026/06/17 13:22:14:970',12,42.645245,33.407211,7.625967,0,0,0,0,0,0,0,0,1,0,0
949,'2026/06/17 13:22:15:017',12,46.098354,37.530548,7.526239,0,0,0,0,0,0,0,0,1,0,0
950,'2026/06/17 13:22:15:064',12,47.731575,36.104565,8.28045,0,0,0,0,0,0,0,0,1,0,0
951,'2026/06/17 13:22:15:094',12,54.507046,45.588707,10.757332,0,0,0,0,0,0,0,0,1,0,0
952,'2026/06/17 13:22:15:157',12,53.677433,44.74337,11.137225,0,0,0,0,0,0,0,0,1,0,0
953,'2026/06/17 13:22:15:203',12,58.488491,47.152821,9.378455,0,0,0,0,0,0,0,0,1,0,0
954,'2026/06/17 13:22:15:237',12,75.432098,49.34396,11.106232,0,0,0,0,0,0,0,0,1,0,0
955,'2026/06/17 13:22:15:297',12,72.660866,53.996925,10.344914,0,0,0,0,0,0,0,0,1,0,0
956,'2026/06/17 13:22:15:342',12,70.941193,53.392647,15.936799,0,0,0,0,0,0,0,0,1,0,0
957,'2026/06/17 13:22:15:390',12,69.881821,54.864872,14.201135,0,0.047623,0,0,0,0,0,0,1,0,0
958,'2026/06/17 13:22:15:423',12,67.77684,51.409466,15.591959,0,0,0,0,0,0,0,0,1,0,0
959,'2026/06/17 13:22:15:484',12,72.131126,55.98193,13.167848,0,1.36229,0,0,0,0,0,0,1,0,0
960,'2026/06/17 13:22:15:516',12,71.793167,52.027855,11.130326,0,0,0,0,0,0,0,0,1,0,0
961,'2026/06/17 13:22:15:562',12,65.2397,53.764725,14.355433,0,0,0,0.500852,0,0,0,0,1,0,0
962,'2026/06/17 13:22:20:358',13,20.773449,8.11997,42.330566,4.764658,0,19.006996,2.319782,0,0,0,0,0,1,0
963,'2026/06/17 13:22:20:406',13,21.462265,11.161271,35.441582,2.391134,0,15.686693,2.749292,0,0,0,0,0,1,0
964,'2026/06/17 13:22:20:439',13,21.363993,3.954827,38.996861,3.795925,0,16.423946,1.483366,0,0,0,0,0,1,0
965,'2026/06/17 13:22:20:486',13,22.968201,9.261211,39.248898,5.764018,0,16.101442,1.888604,0,0,0,0,0,1,0
966,'2026/06/17 13:22:20:544',13,28.64085,11.899509,37.050312,5.859243,0,13.866956,4.28935,0,0,0,0,0,1,0
967,'2026/06/17 13:22:20:595',13,24.578938,11.114458,37.038937,4.923289,0,12.744202,1.417332,0,0,0,0,0,1,0
968,'2026/06/17 13:22:20:636',13,23.480618,5.010642,40.571064,6.617562,0,11.58736,3.500486,0,0,0,0,0,1,0
969,'2026/06/17 13:22:20:683',13,24.381506,0.227319,40.169029,12.607416,0,14.192533,5.178916,0,0,0,0,0,1,0
