@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric

@data
970,'2026/06/17 13:22:20:723',13,23.670464,6.259219,41.401367,11.13844,0,9.351736,2.965917,0,0,0,0,0,1,0
971,'2026/06/17 13:22:20:776',13,25.43981,6.26843,42.555,9.972895,0,12.078883,3.733825,0,0,0,0,0,1,0
972,'2026/06/17 13:22:20:822',13,23.812426,9.396504,40.536739,6.940136,0,12.385723,6.487968,0,0,0,0,0,1,0
973,'2026/06/17 13:22:20:869',13,23.361212,8.458093,40.884445,8.561441,0,11.695848,5.055618,0,0,0,0,0,1,0
974,'2026/06/17 13:22:20:915',13,26.14423,9.833895,43.417423,7.554802,0,9.697915,7.268932,0,0,0,0,0,1,0
975,'2026/06/17 13:22:20:960',13,23.552094,16.397976,39.62151,9.168277,0,10.51525,6.984244,0,0,0,0,0,1,0
976,'2026/06/17 13:22:21:008',13,21.467194,14.935721,40.411224,6.87889,0,10.701448,5.542433,0,0,0,0,0,1,0
977,'2026/06/17 13:22:21:055',13,19.884729,17.532927,38.471893,4.205755,0,14.028502,3.635674,0,0,0,0,0,1,0
978,'2026/06/17 13:22:21:089',13,23.51985,16.433342,39.457069,5.972072,0,13.398077,3.561646,0,0,0,0,0,1,0
979,'2026/06/17 13:22:21:150',13,20.669392,15.104286,37.272228,10.506981,0,11.559607,3.413083,0,0,0,0,0,1,0
980,'2026/06/17 13:22:21:196',13,19.774384,17.446394,37.306538,8.753122,0,8.667011,4.000985,0,0,0,0,0,1,0
981,'2026/06/17 13:22:21:240',13,20.433775,18.24597,37.374489,9.467105,0,7.687327,6.909457,0,0,0,0,0,1,0
982,'2026/06/17 13:22:21:275',13,22.63747,17.447672,38.07991,6.767226,0,14.21784,4.703736,0,0,0,0,0,1,0
983,'2026/06/17 13:22:21:333',13,22.24164,14.129204,40.848297,7.608051,0,13.572234,3.082606,0,0,0,0,0,1,0
984,'2026/06/17 13:22:21:384',13,22.118273,14.248335,36.723854,10.717629,0,13.029836,0.867505,0,0,0,0,0,1,0
985,'2026/06/17 13:22:21:421',13,18.199915,18.512905,42.413033,5.948894,0,14.571881,2.560791,0,0,0,0,0,1,0
986,'2026/06/17 13:22:21:472',13,23.409029,16.723347,37.625057,6.459607,0,13.521309,5.243378,0,0,0,0,0,1,0
987,'2026/06/17 13:22:21:516',13,22.579847,16.192659,39.127907,10.976645,0,13.738951,5.139219,0,0,0,0,0,1,0
988,'2026/06/17 13:22:21:565',13,23.737524,16.317795,38.987926,12.116459,0,12.136904,5.75052,0,0,0,0,0,1,0
989,'2026/06/17 13:22:21:611',13,21.365582,17.551184,40.312214,12.235019,0,12.65262,7.763219,0,0,0,0,0,1,0
990,'2026/06/17 13:22:21:658',13,23.454033,17.488222,37.745758,12.289524,0,11.14362,5.366568,0,0,0,0,0,1,0
991,'2026/06/17 13:22:21:704',13,22.564531,18.544468,36.332611,14.479564,0,10.218338,7.559742,0,0,0,0,0,1,0
992,'2026/06/17 13:22:21:751',13,22.517105,16.953621,39.307041,11.254284,0,9.911994,6.971588,0,0,0,0,0,1,0
993,'2026/06/17 13:22:21:797',13,22.821678,17.412897,37.900818,12.423899,0,11.58641,5.563328,0,0,0,0,0,1,0
994,'2026/06/17 13:22:21:843',13,20.82906,15.925797,39.333042,12.647844,0,13.733459,4.633755,0,0,0,0,0,1,0
995,'2026/06/17 13:22:21:890',13,22.135004,15.614651,39.204491,12.853949,0,11.180737,3.747149,0,0,0,0,0,1,0
996,'2026/06/17 13:22:21:936',13,22.803179,22.382757,35.764095,12.313779,0,9.935278,7.223137,0,0,0,0,0,1,0
997,'2026/06/17 13:22:21:983',13,25.768131,19.099609,39.660908,14.284856,0,9.489402,3.490011,0,0,0,0,0,1,0
998,'2026/06/17 13:22:22:018',13,23.544714,17.113089,39.308678,11.951318,0,8.92984,4.385612,0,0,0,0,0,1,0
999,'2026/06/17 13:22:22:079',13,21.750669,18.311388,41.358253,16.325521,0,10.142219,2.416403,0,0,0,0,0,1,0
1000,'2026/06/17 13:22:22:111',13,23.755848,15.862418,41.931919,14.159609,0,10.441461,2.184816,0,0,0,0,0,1,0
1001,'2026/06/17 13:22:22:172',13,25.037666,17.767767,39.086075,12.044683,0,9.721349,2.447789,0,0,0,0,0,1,0
1002,'2026/06/17 13:22:22:204',13,24.989267,17.42824,38.595737,13.084781,0,7.739835,4.837525,0,0,0,0,0,1,0
1003,'2026/06/17 13:22:22:253',13,23.103151,19.914042,37.511677,14.621037,0,8.872272,3.815643,0,0,0,0,0,1,0
1004,'2026/06/17 13:22:22:308',13,22.79841,16.814587,41.565929,13.829088,0,13.58851,1.467081,0,0,0,0,0,1,0
1005,'2026/06/17 13:22:22:353',13,24.620176,22.128895,37.939629,12.636884,0,13.634768,2.403679,0,0,0,0,0,1,0
1006,'2026/06/17 13:22:22:409',13,24.74791,16.127686,38.947353,12.609812,0,10.857545,1.536611,0,0,0,0,0,1,0
1007,'2026/06/17 13:22:22:448',13,26.706547,18.402498,40.65847,13.510531,0,10.236989,1.774457,0,0,0,0,0,1,0
1008,'2026/06/17 13:22:22:494',13,23.361044,20.682518,39.11908,14.946241,0,10.367658,1.163817,0,0,0,0,0,1,0
1009,'2026/06/17 13:22:22:541',13,23.293293,17.245899,39.656086,16.278933,0,8.172373,2.857923,0,0,0,0,0,1,0
1010,'2026/06/17 13:22:22:586',13,23.01446,19.515814,37.358055,16.893515,0,10.551889,2.789868,0,0,0,0,0,1,0
1011,'2026/06/17 13:22:22:629',13,23.154648,16.82711,40.496727,15.303748,0.846226,10.10849,2.712382,0,0,0,0,0,1,0
1012,'2026/06/17 13:22:22:680',13,23.345634,17.863178,35.260399,15.11424,0,8.634529,4.603973,0,0,0,0,0,1,0
1013,'2026/06/17 13:22:22:738',13,25.33069,15.605854,40.597858,16.664339,0.210847,12.409405,4.361297,0,0,0,0,0,1,0
1014,'2026/06/17 13:22:22:773',13,22.713253,20.882505,39.326546,16.978045,0,10.53414,2.255805,0,0,0,0,0,1,0
1015,'2026/06/17 13:22:22:819',13,22.314337,22.020142,39.928921,15.07683,4.48227,11.085403,5.739607,0,0,0,0,0,1,0
1016,'2026/06/17 13:22:22:866',13,24.777338,20.427809,36.962437,15.517998,2.201891,11.841011,2.618054,0,0,0,0,0,1,0
1017,'2026/06/17 13:22:22:899',13,21.844564,17.850479,38.697155,14.658032,0.094207,15.030231,2.082029,0,0,0,0,0,1,0
1018,'2026/06/17 13:22:22:961',13,21.07091,17.920261,37.2813,17.87134,0.020175,14.775547,0.063802,0,0,0,0,0,1,0
1019,'2026/06/17 13:22:23:007',13,22.585819,23.491575,35.256836,14.150352,2.243773,14.036181,1.878818,0,0,0,0,0,1,0
1020,'2026/06/17 13:22:23:051',13,24.308914,16.831608,37.967251,15.868591,0.673126,10.81638,1.372478,0,0,0,0,0,1,0
1021,'2026/06/17 13:22:23:086',13,20.655313,19.081743,39.299049,14.421987,3.187102,16.510233,1.216106,0,0,0,0,0,1,0
1022,'2026/06/17 13:22:23:144',13,20.99649,18.769587,39.777863,17.323355,2.178464,10.778849,1.321471,0,0,0,0,0,1,0
1023,'2026/06/17 13:22:23:196',13,23.162472,21.082661,38.160721,14.866781,2.710897,11.043638,6.297359,0,0,0,0,0,1,0
1024,'2026/06/17 13:22:23:237',13,26.675245,19.393986,38.501904,17.692219,0,12.240306,3.913202,0,0,0,0,0,1,0
1025,'2026/06/17 13:22:23:284',13,21.942358,18.094847,39.697838,16.97464,1.59194,12.881901,1.161057,0,0,0,0,0,1,0
1026,'2026/06/17 13:22:23:330',13,22.510775,18.42024,36.77972,18.299339,1.030788,10.728283,3.63149,0,0,0,0,0,1,0
1027,'2026/06/17 13:22:23:376',13,21.712585,19.517799,40.160942,16.468601,0.112265,8.743713,2.030528,0,0,0,0,0,1,0
1028,'2026/06/17 13:22:23:420',13,24.475199,20.534525,38.915329,16.768803,0,11.686963,1.310908,0,0,0,0,0,1,0
1029,'2026/06/17 13:22:23:469',13,23.360285,19.459679,38.835667,16.685205,0.812596,9.766063,3.614735,0,0,0,0,0,1,0
1030,'2026/06/17 13:22:23:516',13,25.280321,17.495689,38.966373,16.613754,0,12.542398,1.182055,0,0,0,0,0,1,0
1031,'2026/06/17 13:22:23:550',13,23.981707,19.45528,42.51149,11.458988,0.277475,9.065087,1.498513,0,0,0,0,0,1,0
1032,'2026/06/17 13:22:23:608',13,26.219666,17.927402,37.929729,16.386457,0,8.115174,2.282887,0,0,0,0,0,1,0
1033,'2026/06/17 13:22:23:654',13,26.98653,17.760538,40.179195,11.653461,0,7.291851,4.765441,0,0,0,0,0,1,0
1034,'2026/06/17 13:22:23:687',13,29.095266,22.529354,37.889244,13.623986,0,9.771174,0,0,0,0,0,0,1,0
1035,'2026/06/17 13:22:23:748',13,29.504509,20.876625,38.477627,15.760172,0,9.927886,3.91138,0,0,0,0,0,1,0
1036,'2026/06/17 13:22:23:794',13,26.775763,22.400822,37.722649,14.231512,0,9.245324,3.745875,0,0,0,0,0,1,0
1037,'2026/06/17 13:22:23:829',13,28.527452,20.54711,39.966805,13.621442,0,5.644785,2.869282,0,0,0,0,0,1,0
1038,'2026/06/17 13:22:23:887',13,25.639328,20.051592,39.291626,14.211836,0,6.706674,2.121614,0,0,0,0,0,1,0
1039,'2026/06/17 13:22:23:934',13,25.249235,18.664467,40.430332,13.025476,0,7.651928,2.48308,0,0,0,0,0,1,0
1040,'2026/06/17 13:22:23:980',13,24.0574,20.942074,40.746159,12.497338,0,4.558076,1.140422,0,0,0,0,0,1,0
1041,'2026/06/17 13:22:24:015',13,27.712872,18.184206,42.328087,11.312952,0,7.593397,3.950904,0,0,0,0,0,1,0
1042,'2026/06/17 13:22:24:075',13,27.147936,18.810295,39.463905,13.228004,0,4.324964,4.329804,0,0,0,0,0,1,0
1043,'2026/06/17 13:22:32:293',14,47.490997,0,0,0,13.833249,0,5.995875,0,0,0,0,0,0,1
1044,'2026/06/17 13:22:32:339',14,33.183613,0,4.178457,0,15.537236,0,5.453569,0,0,0,0,0,0,1
1045,'2026/06/17 13:22:32:386',14,32.493111,0,3.03833,0,13.26092,0,0.63346,0,0,0,0,0,0,1
1046,'2026/06/17 13:22:32:432',14,34.012478,0,1.38148,0,12.168468,0,0,0,0,0,0,0,0,1
1047,'2026/06/17 13:22:32:478',14,35.084576,0,1.144907,0,12.63973,0,0,0,0,0,0,0,0,1
1048,'2026/06/17 13:22:32:525',14,37.657368,0,0,0,13.993629,0,0,0,0,0,0,0,0,1
1049,'2026/06/17 13:22:32:559',14,39.225487,0,0.784717,0,16.387451,0,3.272725,0,0,0,0,0,0,1
1050,'2026/06/17 13:22:32:610',14,37.71542,0,3.324528,0,15.297921,0,1.782875,0,0,0,0,0,0,1
1051,'2026/06/17 13:22:32:665',14,34.608955,0,0,0,5.906093,0.965019,0,0,0,0,0,0,0,1
1052,'2026/06/17 13:22:32:699',14,34.023834,0,0,0,0,4.683867,0,0,0,0,0,0,0,1
1053,'2026/06/17 13:22:32:757',14,34.460865,0,0,0.346664,0,3.360283,0.207856,0,0,0,0,0,0,1
1054,'2026/06/17 13:22:32:803',14,32.838753,0,0,0,0,4.131031,0.130912,0,0,0,0,0,0,1
1055,'2026/06/17 13:22:32:837',14,36.006771,0,0,0,0,4.675882,1.85109,0,0,0,0,0,0,1
1056,'2026/06/17 13:22:32:899',14,36.641838,0,0,0,0,3.45002,4.351621,0,0,0,0,0,0,1
1057,'2026/06/17 13:22:32:946',14,33.140465,0,0,0,0,5.691683,1.370748,0,0,0,0,0,0,1
1058,'2026/06/17 13:22:32:991',14,38.61948,0,0,0,2.493461,2.235762,5.556829,0,0,0,0,0,0,1
1059,'2026/06/17 13:22:33:024',14,38.689121,0,0,0,2.747119,1.169247,4.39577,0,0,0,0,0,0,1
1060,'2026/06/17 13:22:33:082',14,30.990376,0,0,0,2.923212,3.67684,4.540588,0,0,0,0,0,0,1
1061,'2026/06/17 13:22:33:129',14,32.201138,0,0.403281,0,3.193338,1.509727,4.206934,0,0,0,0,0,0,1
1062,'2026/06/17 13:22:33:169',14,37.105068,0,1.304719,0,2.080531,3.356214,2.349222,0,0,0,0,0,0,1
1063,'2026/06/17 13:22:33:230',14,35.459801,0,1.470398,0,2.887875,1.387868,4.521376,0,0,0,0,0,0,1
1064,'2026/06/17 13:22:33:268',14,27.911961,0,0.984832,0,2.29688,1.949556,5.39236,0,0,0,0,0,0,1
1065,'2026/06/17 13:22:33:314',14,25.027279,0,2.096436,0,1.250689,2.75525,4.078729,0,0,0,0,0,0,1
1066,'2026/06/17 13:22:33:361',14,25.197674,0,3.411077,0,2.077849,2.677,4.913668,0,0,0,0,0,0,1
1067,'2026/06/17 13:22:33:407',14,25.769522,0,3.468314,0,2.240372,6.007557,6.258681,0,0,0,0,0,0,1
1068,'2026/06/17 13:22:33:454',14,24.287287,0,0.760085,0,3.389359,7.030269,7.704572,0,0,0,0,0,0,1
1069,'2026/06/17 13:22:33:498',14,24.604498,0,0,0,3.236598,7.260654,8.406062,0,0,0,0,0,0,1
1070,'2026/06/17 13:22:33:559',14,23.150234,0,1.425212,0,1.596181,6.21456,8.091465,0,0,0,0,0,0,1
1071,'2026/06/17 13:22:33:590',14,24.835915,0,2.043436,0,1.241591,6.212164,8.003283,0,0,0,0,0,0,1
1072,'2026/06/17 13:22:33:628',14,26.061127,0,0.665406,0,2.169516,5.192677,7.594468,0,0,0,0,0,0,1
1073,'2026/06/17 13:22:33:686',14,26.344839,0,2.483318,0,2.211098,3.251734,6.315774,0,0,0,0,0,0,1
1074,'2026/06/17 13:22:33:720',14,29.834225,0,3.529329,0,3.264762,2.848798,5.133033,0,0,0,0,0,0,1
1075,'2026/06/17 13:22:33:780',14,28.33914,0,2.343983,0,2.607314,1.35332,6.537573,0,0,0,0,0,0,1
1076,'2026/06/17 13:22:33:814',14,30.380777,0,2.765252,0,2.651209,0.127615,1.48572,0,0,0,0,0,0,1
1077,'2026/06/17 13:22:33:871',14,30.381519,0,2.092736,0,1.593656,1.410737,1.026474,0,0,0,0,0,0,1
1078,'2026/06/17 13:22:33:918',14,29.941402,0,1.354202,0,1.127593,4.099904,0,0,0,0,0,0,0,1
1079,'2026/06/17 13:22:33:962',14,29.99951,0,0,0,4.026042,2.396493,0,0,0,0,0,0,0,1
1080,'2026/06/17 13:22:34:011',14,32.165329,0,0,0,2.469725,5.441715,0,0,0,0,0,0,0,1
1081,'2026/06/17 13:22:34:057',14,36.016731,0,0,0,0.738463,3.293911,0,0,0,0,0,0,0,1
1082,'2026/06/17 13:22:34:104',14,38.714508,0,0,0,2.746765,3.711851,0,0,0,0,0,0,0,1
1083,'2026/06/17 13:22:34:150',14,34.604984,0,0,0,2.182387,2.997874,0,0,0,0,0,0,0,1
1084,'2026/06/17 13:22:34:197',14,30.611908,0,0,0,0.394696,4.309586,0,0,0,0,0,0,0,1
1085,'2026/06/17 13:22:34:243',14,34.790985,0,0,0,4.356213,2.116683,0,0,0,0,0,0,0,1
1086,'2026/06/17 13:22:34:278',14,35.609383,0,0,0,3.468443,3.232972,0,0,0,0,0,0,0,1
1087,'2026/06/17 13:22:34:338',14,36.205894,0,0,0,4.602784,2.615784,0,0,0,0,0,0,0,1
1088,'2026/06/17 13:22:34:386',14,39.901943,3.359032,0,0,5.057186,3.639615,0,0,0,0,0,0,0,1
1089,'2026/06/17 13:22:34:418',14,38.967587,5.319991,0,0,5.066249,5.619184,0,0,0,0,0,0,0,1
1090,'2026/06/17 13:22:34:464',14,37.721462,8.984531,0,0,4.4281,6.851994,0,0,0,0,0,0,0,1
1091,'2026/06/17 13:22:34:522',14,45.845882,11.969693,0,0,4.441191,6.044808,0,0,0,0,0,0,0,1
1092,'2026/06/17 13:22:34:575',14,41.427174,12.713553,0,0,5.893579,6.687677,0,0,0,0,0,0,0,1
1093,'2026/06/17 13:22:34:612',14,44.828098,11.081889,0,0,6.213626,3.167853,0,0,0,0,0,0,0,1
1094,'2026/06/17 13:22:34:661',14,47.741158,9.344566,0,0,5.845142,2.494435,0,0,0,0,0,0,0,1
1095,'2026/06/17 13:22:34:707',14,45.107685,7.091026,0,0,6.017876,0.451226,0,0,0,0,0,0,0,1
1096,'2026/06/17 13:22:34:754',14,41.085251,6.9721,0,0,7.508594,0,0,0,0,0,0,0,0,1
1097,'2026/06/17 13:22:34:800',14,44.965019,5.4533,0,0,8.721259,0,0,0,0,0,0,0,0,1
1098,'2026/06/17 13:22:34:847',14,44.787743,5.66644,0,0,7.886325,0,0,0,0,0,0,0,0,1
1099,'2026/06/17 13:22:34:893',14,50.955799,7.723792,0,0,6.011926,0.730794,0,0,0,0,0,0,0,1
1100,'2026/06/17 13:22:34:928',14,54.048016,5.967798,0,0,6.163648,0.46196,0,0,0,0,0,0,0,1
1101,'2026/06/17 13:22:34:975',14,48.255451,2.181673,0,0,7.41666,0.165802,0,0,0,0,0,0,0,1
1102,'2026/06/17 13:22:35:037',14,50.441143,0.652613,0,0,6.342709,1.558123,0,0,0,0,0,0,0,1
1103,'2026/06/17 13:22:35:067',14,52.427132,1.533075,0,0,6.475019,0.280514,0,0,0,0,0,0,0,1
1104,'2026/06/17 13:22:35:131',14,44.059315,0,0,0,3.524598,2.056466,0,0,0,0,0,0,0,1
1105,'2026/06/17 13:22:35:178',14,47.239368,0,0,0,6.453393,0,0,0,0,0,0,0,0,1
1106,'2026/06/17 13:22:35:209',14,49.612049,0,0,0,7.179494,1.658222,0,0,0,0,0,0,0,1
1107,'2026/06/17 13:22:35:265',14,57.589672,0,0,0,4.831066,0.125852,0,0,0,0,0,0,0,1
1108,'2026/06/17 13:22:35:305',14,60.033478,0,0,0,4.108191,2.661889,0,0,0,0,0,0,0,1
1109,'2026/06/17 13:22:35:365',14,55.682579,0,0,0,2.912373,2.532362,0,0,0,0,0,0,0,1
1110,'2026/06/17 13:22:35:404',14,38.637775,0,0,0,2.387267,2.234628,0,0,0,0,0,0,0,1
1111,'2026/06/17 13:22:35:450',14,38.590263,0,0,0,0.575733,2.017372,0,0,0,0,0,0,0,1
1112,'2026/06/17 13:22:35:497',14,41.504913,0,0.458151,0,0,1.194769,0,0,0,0,0,0,0,1
1113,'2026/06/17 13:22:35:544',14,33.963924,0,1.229969,0,2.909588,0,0,0,0,0,0,0,0,1
1114,'2026/06/17 13:22:35:590',14,31.345976,0,2.353569,0,3.713719,0,0,0,0,0,0,0,0,1
1115,'2026/06/17 13:22:35:636',14,41.131866,0,1.523784,0,1.776304,0,0,0,0,0,0,0,0,1
1116,'2026/06/17 13:22:35:683',14,38.668812,0,0.374314,0,0.978617,0,0,0,0,0,0,0,0,1
1117,'2026/06/17 13:22:35:718',14,40.723309,0,0.231199,0,2.483897,0,0,0,0,0,0,0,0,1
